time stamp,bme01 temp,bme01 pressure,bme01 humidity,bme02 temp,bme02 pressure,bme02 humidity,dallas01,dallas02,dalla03,dallas04,dallas05,dallas06,dallas07,dallas08,dallas09,dallas10,dallas11,dallas12,dallas13,dallas14,dallas15,dallas16
1234470180,25,872,26,25,872,26,24.5,23.87,24.56,26.18,24.68,-127,-127,24.75,-127,24.37,-127,-127,-127,0,0,23.5,0,0,
1530844586,25,872,26,25,872,26,24.5,23.87,24.62,26.37,24.68,-127,-127,24.87,-127,24.37,-127,-127,-127,0,0,23.5,0,0,
1530844586,25,872,26,25,872,26,24.5,23.87,24.62,26.37,24.68,-127,-127,24.87,-127,24.37,-127,-127,-127,0,0,23.5,0,0,
1530844586,25,872,26,25,872,26,24.5,23.87,24.62,26.37,24.68,-127,-127,24.87,-127,24.37,-127,-127,-127,0,0,23.5,0,0,
1530844586,25,872,26,25,872,26,24.5,23.87,24.62,26.37,24.68,-127,-127,24.87,-127,24.37,-127,-127,-127,0,0,23.5,0,0,
1530844597,25,872,26,25,872,26,24.5,23.87,24.62,26.75,24.68,-127,-127,24.87,-127,24.37,-127,-127,-127,0,0,23.5,0,0,
1530844602,25,872,26,25,872,26,24.5,23.87,24.62,26.93,24.68,-127,-127,25,-127,24.37,-127,-127,-127,0,0,23.5,0,0,
1530844602,25,872,26,25,872,26,24.5,23.87,24.62,26.93,24.68,-127,-127,25,-127,24.37,-127,-127,-127,0,0,23.5,0,0,
1530844608,25,872,26,25,872,26,24.5,23.87,24.68,27.12,24.68,-127,-127,25.12,-127,24.5,-127,-127,-127,0,0,23.5,0,0,
1530844608,25,872,26,25,872,26,24.5,23.87,24.68,27.12,24.68,-127,-127,25.12,-127,24.5,-127,-127,-127,0,0,23.5,0,0,
1530844613,25,872,26,25,872,26,24.5,23.87,24.68,27.31,24.68,-127,-127,25.12,-127,24.37,-127,-127,-127,0,0,23.5,0,0,
1530844613,25,872,26,25,872,26,24.5,23.87,24.68,27.31,24.68,-127,-127,25.12,-127,24.37,-127,-127,-127,0,0,23.5,0,0,
1530844613,25,872,26,25,872,26,24.5,23.87,24.68,27.31,24.68,-127,-127,25.12,-127,24.37,-127,-127,-127,0,0,23.5,0,0,
1530844619,25,872,26,25,872,26,24.5,23.81,24.75,27.43,24.68,-127,-127,25.25,-127,24.37,-127,-127,-127,0,0,23.5,0,0,
1530844619,25,872,26,25,872,26,24.5,23.81,24.75,27.43,24.68,-127,-127,25.25,-127,24.37,-127,-127,-127,0,0,23.5,0,0,
1530844496,25,872,26,25,872,26,24.5,23.81,24.75,27.62,24.68,-127,-127,25.25,-127,24.5,-127,-127,-127,0,0,23.5,0,0,
1530844630,25,872,26,25,872,26,24.43,23.81,24.81,27.75,24.68,-127,-127,25.37,-127,24.5,-127,-127,-127,0,0,23.5,0,0,
1530844630,25,872,26,25,872,26,24.43,23.81,24.81,27.75,24.68,-127,-127,25.37,-127,24.5,-127,-127,-127,0,0,23.5,0,0,
1530844635,25,872,26,25,872,26,24.43,23.81,24.81,27.87,24.68,-127,-127,25.5,-127,24.5,-127,-127,-127,0,0,23.5,0,0,
1530844635,25,872,26,25,872,26,24.43,23.81,24.81,27.87,24.68,-127,-127,25.5,-127,24.5,-127,-127,-127,0,0,23.5,0,0,
1530844641,25,bad,26,25,bad,26,24.43,23.81,24.87,28.06,24.62,-127,-127,25.5,-127,24.5,-127,-127,-127,0,0,23.5,0,0,
1530844646,25,872,26,25,872,26,24.43,23.81,24.87,28.18,24.62,-127,-127,25.62,-127,24.5,-127,-127,-127,0,0,23.5,0,0,
1530844646,25,872,26,25,872,26,24.43,23.81,24.87,28.18,24.62,-127,-127,25.62,-127,24.5,-127,-127,-127,0,0,23.5,0,0,
1530844652,25,872,26,25,872,26,24.43,23.81,24.93,28.25,24.62,-127,-127,25.75,-127,24.5,-127,-127,-127,0,0,23.5,0,0,
1530844652,25,872,26,25,872,26,24.43,23.81,24.93,28.25,24.62,-127,-127,25.75,-127,24.5,-127,-127,-127,0,0,23.5,0,0,
1530844657,25,872,26,25,872,26,24.43,23.81,24.93,28.37,24.62,-127,-127,25.75,-127,24.5,-127,-127,-127,0,0,23.5,0,0,
1530844662,25,872,26,25,872,26,24.43,23.81,25,28.5,24.62,-127,-127,25.87,-127,24.5,-127,-127,-127,0,0,23.5,0,0,
1530844662,25,872,26,25,872,26,24.43,23.81,25,28.5,24.62,-127,-127,25.87,-127,24.5,-127,-127,-127,0,0,23.5,0,0,
1530844668,25,872,26,25,872,26,24.43,23.81,25,28.62,24.62,-127,-127,26,-127,24.5,-127,-127,-127,0,0,23.5,0,0,
1530844668,25,872,26,25,872,26,24.43,23.81,25,28.62,24.62,-127,-127,26,-127,24.5,-127,-127,-127,0,0,23.5,0,0,
1530844668,25,872,26,25,872,26,24.43,23.81,25,28.62,24.62,-127,-127,26,-127,24.5,-127,-127,-127,0,0,23.5,0,0,
1530844673,25,872,26,25,872,26,24.43,23.81,25,28.75,24.62,-127,-127,26,-127,24.62,-127,-127,-127,0,0,23.5,0,0,
1530844673,25,872,26,25,872,26,24.43,23.81,25,28.75,24.62,-127,-127,26,-127,24.62,-127,-127,-127,0,0,23.5,0,0,
1530844679,25,872,26,25,872,26,24.43,23.87,25.06,28.81,24.62,-127,-127,26.12,-127,24.62,-127,-127,-127,0,0,23.5,0,0,
1530844679,25,872,26,25,872,26,24.43,23.87,25.06,28.81,24.62,-127,-127,26.12,-127,24.62,-127,-127,-127,0,0,23.5,0,0,
1530844684,25,872,26,25,872,26,24.43,23.87,25.06,28.93,24.62,-127,-127,26.25,-127,24.62,-127,-127,-127,0,0,23.5,0,0,
1530844690,25,872,25,25,872,25,24.43,23.87,25.12,29,24.62,-127,-127,26.25,-127,24.62,-127,-127,-127,0,0,23.43,0,0,
1530844690,25,872,25,25,872,25,24.43,23.87,25.12,29,24.62,-127,-127,26.25,-127,24.62,-127,-127,-127,0,0,23.43,0,0,
1530844695,25,872,25,25,872,25,24.43,23.87,25.12,29.12,24.62,-127,-127,26.37,-127,24.62,-127,-127,-127,0,0,23.43,0,0,
1530844695,25,872,25,25,872,25,24.43,23.87,25.12,29.12,24.62,-127,-127,26.37,-127,24.62,-127,-127,-127,0,0,23.43,0,0,
1530844701,25,872,25,25,872,25,24.43,23.87,25.18,29.18,24.62,-127,-127,26.5,-127,24.62,-127,-127,-127,0,0,23.43,0,0,
1530844706,25,872,25,25,872,25,24.43,23.87,25.18,29.25,24.62,-127,-127,26.5,-127,24.62,-127,-127,-127,0,0,23.43,0,0,
1530844706,25,872,25,25,872,25,24.43,23.87,25.18,29.25,24.62,-127,-127,26.5,-127,24.62,-127,-127,-127,0,0,23.43,0,0,
1530844712,25,872,25,25,872,25,24.43,23.87,25.25,29.31,24.62,-127,-127,26.62,-127,24.75,-127,-127,-127,0,0,23.43,0,0,
1530844712,25,872,25,25,872,25,24.43,23.87,25.25,29.31,24.62,-127,-127,26.62,-127,24.75,-127,-127,-127,0,0,23.43,0,0,
1530844717,25,872,25,25,872,25,24.43,23.87,25.25,29.43,24.62,-127,-127,26.75,-127,24.75,-127,-127,-127,0,0,23.43,0,0,
1530844723,25,872,25,25,872,25,24.43,23.87,25.31,29.5,24.62,-127,-127,26.75,-127,24.75,-127,-127,-127,0,0,23.43,0,0,
1530844723,25,872,25,25,872,25,24.43,23.87,25.31,29.5,24.62,-127,-127,26.75,-127,24.75,-127,-127,-127,0,0,23.43,0,0,
1530844728,25,872,25,25,872,25,24.37,23.87,25.31,29.56,24.62,-127,-127,26.87,-127,24.75,-127,-127,-127,0,0,23.43,0,0,
1530844728,25,872,25,25,872,25,24.37,23.87,25.31,29.56,24.62,-127,-127,26.87,-127,24.75,-127,-127,-127,0,0,23.43,0,0,
1530844728,25,872,25,25,872,25,24.37,23.87,25.31,29.56,24.62,-127,-127,26.87,-127,24.75,-127,-127,-127,0,0,23.43,0,0,
1530844734,25,872,25,25,872,25,24.43,23.93,25.37,29.62,24.62,-127,-127,26.87,-127,24.75,-127,-127,-127,0,0,23.43,0,0,
1530844734,25,872,25,25,872,25,24.43,23.93,25.37,29.62,24.62,-127,-127,26.87,-127,24.75,-127,-127,-127,0,0,23.43,0,0,
1530844739,25,872,25,25,872,25,24.43,23.93,25.37,29.68,24.62,-127,-127,27,-127,24.87,-127,-127,-127,0,0,23.43,0,0,
1530844739,25,872,25,25,872,25,24.43,23.93,25.37,29.68,24.62,-127,-127,27,-127,24.87,-127,-127,-127,0,0,23.43,0,0,
1530844744,25,872,25,25,872,25,24.43,23.93,25.43,29.75,24.62,-127,-127,27,-127,24.87,-127,-127,-127,0,0,23.43,0,0,
1530844750,25,872,25,25,872,25,24.43,23.93,25.43,29.81,24.62,-127,-127,27.12,-127,24.87,-127,-127,-127,0,0,23.43,0,0,
1530844750,25,872,25,25,872,25,24.43,23.93,25.43,29.81,24.62,-127,-127,27.12,-127,24.87,-127,-127,-127,0,0,23.43,0,0,
