time recorded,rocker horizontal,rocker vertical,toggle horizontal,toggle vertical,blu button time depressed,flap,potentiometer lever,potentional knob
1536068641,0,0,0,0,0,0,39,33,
1536068641,0,0,0,0,0,0,39,33,
1536068647,0,0,0,0,0,0,39,32,
1536068647,0,0,0,0,0,0,39,32,
1536068652,0,0,0,0,0,0,39,34,
1536068658,0,0,0,0,0,0,39,32,
1536068658,0,0,0,0,0,0,39,32,
1536068663,0,0,0,0,0,0,39,34,
1536068663,0,0,0,0,0,0,39,34,
1536068668,0,0,0,0,0,0,39,33,
1536068674,0,0,0,0,0,0,39,33,
1536068674,0,0,0,0,0,0,39,33,
1536068679,0,0,0,0,0,0,39,32,
1536068679,0,0,0,0,0,0,39,32,
1536068685,0,0,0,0,0,0,39,32,
1536068690,0,0,0,0,0,0,39,32,
1536068690,0,0,0,0,0,0,39,32,
1536068690,0,0,0,0,0,0,39,32,
1536068690,0,0,0,0,0,0,39,32,
1536068696,0,0,0,0,0,0,39,32,
1536068701,0,0,0,0,0,0,39,34,
1536068701,0,0,0,0,0,0,39,34,
1536068707,0,0,0,0,0,0,39,33,
1536068707,0,0,0,0,0,0,39,33,
1536068712,0,0,0,0,0,0,39,33,
1536068718,0,0,0,0,0,0,39,25,
1536068718,0,0,0,0,0,0,39,25,
1536068723,0,0,0,0,0,0,39,25,
1536068723,0,0,0,0,0,0,39,25,
1536068729,0,0,0,0,0,0,39,32,
1536068734,0,0,0,0,0,0,39,33,
1536068734,0,0,0,0,0,0,39,33,
1536068740,0,0,0,0,0,0,39,34,
1536068740,0,0,0,0,0,0,39,34,
1536068745,0,0,0,0,0,0,39,32,
1536068751,0,0,0,0,0,0,39,32,
1536068751,0,0,0,0,0,0,39,32,
1536068751,0,0,0,0,0,0,39,32,
1536068751,0,0,0,0,0,0,39,32,
1536068756,0,0,0,0,0,0,39,32,
1536068761,0,0,0,0,0,0,39,34,
1536068761,0,0,0,0,0,0,39,34,
1536068767,0,0,0,0,0,0,39,32,
1536068767,0,0,0,0,0,0,39,32,
1536068772,0,0,0,0,0,0,39,34,
1536068778,0,0,0,0,0,0,39,32,
1536068778,0,0,0,0,0,0,39,32,
1536068783,0,0,0,0,0,0,39,32,
1536068783,0,0,0,0,0,0,39,32,
1536068789,0,0,0,0,0,0,39,34,
1536068794,0,0,0,0,0,0,39,34,
1536068794,0,0,0,0,0,0,39,34,
1536068800,0,0,0,0,0,0,39,33,
1536068800,0,0,0,0,0,0,39,33,
1536068805,0,0,0,0,0,0,39,32,
1536068805,0,0,0,0,0,0,39,34,
1536068805,0,0,0,0,0,0,39,34,
1536068811,0,0,0,0,0,0,39,32,
1536068811,0,0,0,0,0,0,39,32,
1536068816,0,0,0,0,0,0,39,32,
1536068822,0,0,0,0,0,0,39,34,
1536068822,0,0,0,0,0,0,39,34,
1536068827,0,0,0,0,0,0,39,32,
1536068827,0,0,0,0,0,0,39,32,
1536068833,0,0,0,0,0,0,39,32,
1536068838,0,0,0,0,0,0,39,34,
1536068838,0,0,0,0,0,0,39,34,
1536068843,0,0,0,0,0,0,39,34,
1536068843,0,0,0,0,0,0,39,34,
1536068849,0,0,0,0,0,0,39,34,
1536068854,0,0,0,0,0,0,39,32,
1536068854,0,0,0,0,0,0,39,32,
1536068860,0,0,0,0,0,0,39,32,
1536068860,0,0,0,0,0,0,39,32,
1536068865,0,0,0,0,0,0,39,32,
1536068865,0,0,0,0,0,0,39,32,
1536068865,0,0,0,0,0,0,39,32,
1536068871,0,0,0,0,0,0,39,34,
1536068871,0,0,0,0,0,0,39,34,
1536068876,0,0,0,0,0,0,39,33,
1536068882,0,0,0,0,0,0,39,33,
1536068882,0,0,0,0,0,0,39,33,
1536068887,0,0,0,0,0,0,39,33,
1536068887,0,0,0,0,0,0,39,33,
1536068893,0,0,0,0,0,0,39,34,
1536068898,0,0,0,0,0,0,39,34,
1536068898,0,0,0,0,0,0,39,34,
1536068904,0,0,0,0,0,0,39,25,
1536068904,0,0,0,0,0,0,39,25,
1536068909,0,0,0,0,0,0,39,34,
1536068915,0,0,0,0,0,0,39,33,
1536068915,0,0,0,0,0,0,39,33,
1536068920,0,0,0,0,0,0,39,33,
1536068920,0,0,0,0,0,0,39,33,
1536068926,0,0,0,0,0,0,39,33,
1536068926,0,0,0,0,0,0,39,34,
1536068926,0,0,0,0,0,0,39,34,
1536068931,0,0,0,0,0,0,39,34,
1536068931,0,0,0,0,0,0,39,34,
1536068936,0,0,0,0,0,0,39,33,
1536068942,0,0,0,0,0,0,39,33,
1536068942,0,0,0,0,0,0,39,33,
1536068947,0,0,0,0,0,0,39,34,
1536068947,0,0,0,0,0,0,39,34,
1536068953,0,0,0,0,0,0,39,32,
1536068958,0,0,0,0,0,0,39,32,
1536068958,0,0,0,0,0,0,39,32,
1536068964,0,0,0,0,0,0,39,25,
1536068964,0,0,0,0,0,0,39,25,
1536068969,0,0,0,0,0,0,39,25,
1536068975,0,0,0,0,0,0,39,34,
1536068975,0,0,0,0,0,0,39,34,
1536068980,0,0,0,0,0,0,39,34,
1536068980,0,0,0,0,0,0,39,34,
1536068980,0,0,0,0,0,0,39,34,
1536068986,0,0,0,0,0,0,39,34,
1536068986,0,0,0,0,0,0,39,34,
1536068986,0,0,0,0,0,0,39,34,
1536068986,0,0,0,0,0,0,39,34,
1527680384,0,0,0,0,0,0,39,32,
1536068997,0,0,0,0,0,0,39,33,
1536068997,0,0,0,0,0,0,39,33,
1536069003,0,0,0,0,0,0,39,34,
1536069003,0,0,0,0,0,0,39,34,
1536069008,0,0,0,0,0,0,39,25,
1536069013,0,0,0,0,0,0,39,33,
1536069013,0,0,0,0,0,0,39,33,
1536069019,0,0,0,0,0,0,39,25,
1536069019,0,0,0,0,0,0,39,25,
1536069024,0,0,0,0,0,0,39,32,
1536036262,0,0,0,0,0,0,39,34,
1536036262,0,0,0,0,0,0,39,34,
1536069035,0,0,0,0,0,0,39,34,
1536069035,0,0,0,0,0,0,39,34,
1536069035,0,0,0,0,0,0,39,32,
1536069046,0,0,0,0,0,0,39,33,
1536069046,0,0,0,0,0,0,39,33,
1536069051,0,0,0,0,0,0,39,32,
1536069051,0,0,0,0,0,0,39,32,
1536069057,0,0,0,0,0,0,39,34,
1536069057,0,0,0,0,0,0,39,32,
1536069057,0,0,0,0,0,0,39,32,
1536069068,0,0,0,0,0,0,39,34,
1536069068,0,0,0,0,0,0,39,34,
1536069073,0,0,0,0,0,0,39,32,
1536069079,0,0,0,0,0,0,39,32,
1536069079,0,0,0,0,0,0,39,32,
1536069084,0,0,0,0,0,0,39,33,
1536069084,0,0,0,0,0,0,39,33,
1536069090,0,0,0,0,0,0,39,34,
1536069095,0,0,0,0,0,0,39,25,
1536069095,0,0,0,0,0,0,39,25,
