time recorded,turntable temp, turntable velocity, turntable goal, turntable position, turntable torque, shoulder temp, shoulder velocity, shoulder goal, shoulder position, shoulder torque, elbow temp, elbow velocity, elbow goal, elbow position, elbow torque, wrist temp, wrist velocity, wrist goal, wrist position, wrist torque, wrist rotation temp, wrist rotation velocity, wrist rotation goal, wrist rotation position, wrist rotation torque, gripper temp, gripper velocity, gripper goal, gripper position, gripper torque
1536068080,24,0,2434,2434,1,24,0,2629,2629,1,25,0,616,616,1,26,0,1195,1195,1,27,0,2048,2048,1,27,0,2470,2470,1,
1536068080,24,0,2434,2434,1,24,0,2629,2629,1,25,0,616,616,1,26,0,1195,1195,1,27,0,2048,2048,1,27,0,2470,2470,1,
1536068086,24,0,2434,2434,1,24,0,2629,2629,1,25,0,616,616,1,26,0,1195,1195,1,27,0,2048,2048,1,27,0,2470,2470,1,
1536067963,24,0,2434,2434,1,24,0,2629,2629,1,25,0,616,616,1,26,0,1195,1195,1,27,0,2048,2048,1,27,0,2470,2470,1,
1536067963,24,0,2434,2434,1,24,0,2629,2629,1,25,0,616,616,1,26,0,1195,1195,1,27,0,2048,2048,1,27,0,2470,2470,1,
1536068097,24,0,2434,2434,1,24,0,2629,2629,1,25,0,616,616,1,26,0,1195,1195,1,27,0,2048,2048,1,27,0,2470,2470,1,
1536068097,24,0,2434,2434,1,24,0,2629,2629,1,25,0,616,616,1,26,0,1195,1195,1,27,0,2048,2048,1,27,0,2470,2470,1,
1536068102,24,0,2434,2434,1,24,0,2629,2629,1,25,0,616,616,1,26,0,1195,1195,1,27,0,2048,2048,1,27,0,2470,2470,1,
1536068102,24,0,2434,2434,1,24,0,2629,2629,1,25,0,616,616,1,26,0,1195,1195,1,27,0,2048,2048,1,27,0,2470,2470,1,
1536068102,24,0,2434,2434,1,25,0,2629,2629,1,25,0,616,616,1,26,0,1195,1195,1,27,0,2048,2048,1,27,0,2470,2470,1,
1536068108,24,0,2434,2434,1,25,0,2629,2629,1,25,0,616,616,1,26,0,1195,1195,1,27,0,2048,2048,1,27,0,2470,2470,1,
1536068108,24,0,2434,2434,1,25,0,2629,2629,1,25,0,616,616,1,26,0,1195,1195,1,27,0,2048,2048,1,27,0,2470,2470,1,
1536068113,24,0,2434,2434,1,25,0,2629,2629,1,25,0,616,616,1,26,0,1195,1195,1,27,0,2048,2048,1,27,0,2470,2470,1,
1536068119,24,0,2434,2434,1,25,0,2629,2629,1,25,0,616,616,1,26,0,1195,1195,1,28,0,2048,2048,1,27,0,2470,2470,1,
1536068119,24,0,2434,2434,1,25,0,2629,2629,1,25,0,616,616,1,26,0,1195,1195,1,28,0,2048,2048,1,27,0,2470,2470,1,
1536068124,24,0,2434,2434,1,25,0,2629,2629,1,25,0,616,616,1,26,0,1195,1195,1,28,0,2048,2048,1,27,0,2470,2470,1,
1536068124,24,0,2434,2434,1,25,0,2629,2629,1,25,0,616,616,1,26,0,1195,1195,1,28,0,2048,2048,1,27,0,2470,2470,1,
1536068130,24,0,2434,2434,1,25,0,2629,2629,1,25,0,616,616,1,26,0,1195,1195,1,28,0,2048,2048,1,27,0,2470,2470,1,
1536068135,24,0,2434,2434,1,25,0,2629,2629,1,25,0,616,616,1,26,0,1195,1195,1,28,0,2048,2048,1,27,0,2470,2470,1,
1536068135,24,0,2434,2434,1,25,0,2629,2629,1,25,0,616,616,1,26,0,1195,1195,1,28,0,2048,2048,1,27,0,2470,2470,1,
1536068140,24,0,2434,2434,1,25,0,2629,2629,1,25,0,616,616,1,26,0,1195,1195,1,28,0,2048,2048,1,27,0,2470,2470,1,
1536068140,24,0,2434,2434,1,25,0,2629,2629,1,25,0,616,616,1,26,0,1195,1195,1,28,0,2048,2048,1,27,0,2470,2470,1,
1536068146,24,0,2434,2434,1,25,0,2629,2629,1,25,0,616,616,1,26,0,1195,1195,1,28,0,2048,2048,1,27,0,2470,2470,1,
1536068151,24,0,2434,2434,1,25,0,2629,2629,1,25,0,616,616,1,26,0,1195,1195,1,28,0,2048,2048,1,27,0,2470,2470,1,
1536068151,24,0,2434,2434,1,25,0,2629,2629,1,25,0,616,616,1,26,0,1195,1195,1,28,0,2048,2048,1,27,0,2470,2470,1,
1536068157,24,0,2434,2434,1,25,0,2629,2629,1,25,0,616,616,1,26,0,1195,1195,1,28,0,2048,2048,1,27,0,2470,2470,1,
1536068157,24,0,2434,2434,1,25,0,2629,2629,1,25,0,616,616,1,26,0,1195,1195,1,28,0,2048,2048,1,27,0,2470,2470,1,
1536068162,24,0,2434,2434,1,25,0,2629,2629,1,25,0,616,616,1,26,0,1195,1195,1,28,0,2048,2048,1,27,0,2470,2470,1,
1536068162,24,0,2434,2434,1,25,0,2629,2629,1,25,0,616,616,1,26,0,1195,1195,1,28,0,2048,2048,1,28,0,2470,2470,1,
1536068162,24,0,2434,2434,1,25,0,2629,2629,1,25,0,616,616,1,26,0,1195,1195,1,28,0,2048,2048,1,28,0,2470,2470,1,
1536068168,24,0,2434,2434,1,25,0,2629,2629,1,25,0,616,616,1,26,0,1195,1195,1,28,0,2048,2048,1,28,0,2470,2470,1,
1536068168,24,0,2434,2434,1,25,0,2629,2629,1,25,0,616,616,1,26,0,1195,1195,1,28,0,2048,2048,1,28,0,2470,2470,1,
1536068173,24,0,2434,2434,1,25,0,2629,2629,1,25,0,616,616,1,26,0,1195,1195,1,28,0,2048,2048,1,28,0,2470,2470,1,
1536068179,24,0,2434,2434,1,25,0,2629,2629,1,25,0,616,616,1,26,0,1195,1195,1,28,0,2048,2048,1,27,0,2470,2470,1,
1536068179,24,0,2434,2434,1,25,0,2629,2629,1,25,0,616,616,1,26,0,1195,1195,1,28,0,2048,2048,1,28,0,2470,2470,1,
1536068184,24,0,2434,2434,1,25,0,2629,2629,1,25,0,616,616,1,26,0,1195,1195,1,28,0,2048,2048,1,28,0,2470,2470,1,
1536068184,24,0,2434,2434,1,25,0,2629,2629,1,25,0,616,616,1,26,0,1195,1195,1,28,0,2048,2048,1,28,0,2470,2470,1,
1536068190,24,0,2434,2434,1,25,0,2629,2629,1,25,0,616,616,1,26,0,1195,1195,1,28,0,2048,2048,1,28,0,2470,2470,1,
1536068195,24,0,2434,2434,1,25,0,2629,2629,1,25,0,616,616,1,26,0,1195,1195,1,28,0,2048,2048,1,27,0,2470,2470,1,
1536068195,24,0,2434,2434,1,25,0,2629,2629,1,25,0,616,616,1,26,0,1195,1195,1,28,0,2048,2048,1,28,0,2470,2470,1,
1536068201,24,0,2434,2434,1,25,0,2629,2629,1,25,0,616,616,1,26,0,1195,1195,1,28,0,2048,2048,1,28,0,2470,2470,1,
1536068201,24,0,2434,2434,1,25,0,2629,2629,1,25,0,616,616,1,26,0,1195,1195,1,28,0,2048,2048,1,28,0,2470,2470,1,
1536068206,24,0,2434,2434,1,25,0,2629,2629,1,25,0,616,616,1,26,0,1195,1195,1,28,0,2048,2048,1,28,0,2470,2470,1,
1536068212,24,0,2434,2434,1,25,0,2629,2629,1,25,0,616,616,1,26,0,1195,1195,1,28,0,2048,2048,1,28,0,2470,2470,1,
1536068212,24,0,2434,2434,1,25,0,2629,2629,1,25,0,616,616,1,26,0,1195,1195,1,28,0,2048,2048,1,28,0,2470,2470,1,
1536068217,24,0,2434,2434,1,25,0,2629,2629,1,25,0,616,616,1,26,0,1195,1195,1,28,0,2048,2048,1,28,0,2470,2470,1,
1536068217,24,0,2434,2434,1,25,0,2629,2629,1,25,0,616,616,1,26,0,1195,1195,1,28,0,2048,2048,1,28,0,2470,2470,1,
1536068217,24,0,2434,2434,1,25,0,2629,2629,1,25,0,616,616,1,26,0,1195,1195,1,28,0,2048,2048,1,28,0,2470,2470,1,
1536068223,24,0,2434,2434,1,25,0,2629,2629,1,25,0,616,616,1,26,0,1195,1195,1,28,0,2048,2048,1,27,0,2470,2470,1,
1536068223,24,0,2434,2434,1,25,0,2629,2629,1,25,0,616,616,1,26,0,1195,1195,1,28,0,2048,2048,1,28,0,2470,2470,1,
1536068228,24,0,2434,2434,1,25,0,2629,2629,1,25,0,616,616,1,26,0,1195,1195,1,28,0,2048,2048,1,28,0,2470,2470,1,
