1234470181,0,0,0,0,1,0,0,16,33,
1530844589,0,0,0,0,1,0,0,16,33,
1530844589,0,0,0,0,1,0,0,16,32,
1530844595,0,0,0,0,1,0,0,16,33,
1539233208,0,0,0,0,1,0,0,16,32,
1530844606,0,0,0,0,1,0,0,16,33,
1530844478,0,0,0,0,1,0,0,16,33,
1530844611,0,0,0,0,1,0,0,16,33,
1530844622,0,0,0,0,1,0,0,16,32,
1530844622,0,0,0,0,1,0,0,16,32,
1530844627,0,0,0,0,1,0,0,16,33,
1530844632,0,0,0,0,1,0,0,16,33,
1530844638,0,0,0,0,1,0,0,16,32,
1530844643,0,0,0,0,1,0,0,16,32,
1530844649,0,0,0,0,1,0,0,16,32,
1530844654,0,0,0,0,1,0,0,16,32,
1530844654,0,0,0,0,1,0,0,16,33,
1530844659,0,0,0,0,1,0,0,16,25,
1530844665,0,0,0,0,1,0,0,16,32,
1530844670,0,0,0,0,1,0,0,16,33,
1530844675,0,0,0,0,1,0,0,16,33,
1530844681,0,0,0,0,1,0,0,16,32,
1530844686,0,0,0,0,1,0,0,16,34,
1530844692,0,0,0,0,1,0,0,16,33,
1530844692,0,0,0,0,1,0,0,16,33,
1530844702,0,0,0,0,1,0,0,16,24,
1530844702,0,0,0,0,1,0,0,16,33,
1530844708,0,0,0,0,1,0,0,16,33,
1530844713,0,0,0,0,1,0,0,16,33,
1530844718,0,0,0,0,1,0,0,16,32,
1530844724,0,0,0,0,1,0,0,16,25,
1530844729,0,0,0,0,1,0,0,16,33,
1530844729,0,0,0,0,1,0,0,16,32,
1530844740,0,1,0,0,1,0,0,16,34,
1530844740,0,1,0,0,1,0,0,16,34,
1530844751,0,1,0,0,1,0,0,16,33,
1530844751,0,1,0,0,1,0,0,16,33,
1530844756,0,1,0,0,1,0,0,16,25,
1530844761,0,1,0,0,1,0,0,16,32,
1530844761,0,1,0,0,1,0,0,16,33,
1530844761,0,1,0,0,1,0,0,16,33,
1530844761,0,1,0,0,1,0,0,16,33,
1530844767,0,1,0,0,1,0,0,16,32,
1530844783,0,1,0,0,1,0,0,16,32,
1530844788,0,1,0,0,1,0,0,16,33,
1530844794,0,1,0,0,1,0,0,16,33,
1530844799,0,1,0,0,1,0,0,16,32,
1530844804,0,0,0,0,1,0,0,16,33,
1530844810,0,0,0,0,1,0,0,16,34,
1530844815,0,0,0,0,1,0,0,16,33,
1530844815,0,0,0,0,1,0,0,16,32,
1530844821,0,0,0,0,1,0,0,16,33,
1530844831,0,0,0,0,1,0,0,16,32,
1530844837,0,0,0,0,1,0,0,16,33,
1530844837,0,0,0,0,1,0,0,16,32,
1530844842,0,0,0,0,1,0,0,16,32,
1530844847,0,0,0,0,1,0,0,16,33,
1530844853,0,0,0,0,1,0,0,16,32,
1530844858,0,0,0,0,1,0,0,16,25,
1539200576,0,0,0,0,1,0,0,16,33,
1530844869,0,0,0,0,1,0,0,16,34,
1530844869,0,0,0,0,1,0,0,16,33,
1530844880,0,0,0,0,1,0,0,16,33,
1530844885,0,0,0,0,1,0,0,16,33,
1530844885,0,0,0,0,1,0,0,16,32,
1530844890,0,0,0,0,1,0,0,16,25,
1530844896,0,0,0,0,1,0,0,16,32,
1530844901,0,0,0,0,1,0,0,16,33,
1530844907,0,0,0,0,1,0,0,16,33,
