1530844760,31,0,2048,2048,1,30,0,3165,3165,1,31,0,429,429,1,32,0,1548,1547,1,32,0,2048,2048,1,32,0,2510,2510,1,
1530844760,31,0,2048,2048,1,30,0,3165,3165,1,31,0,429,429,1,32,0,1548,1548,1,32,0,2048,2048,1,32,0,2510,2510,1,
1530844766,31,0,2070,2071,1,30,0,3159,3158,1,31,0,484,486,1,32,0,1598,1599,1,32,0,2048,2048,1,32,0,2510,2510,1,
1530844766,31,255,2080,2080,1,30,0,3126,3134,1,31,252,537,557,1,32,252,1618,1649,1,32,0,2048,2048,1,32,0,2510,2510,1,
1530844766,31,0,2097,2095,1,30,253,3064,3064,1,31,4,645,641,1,32,0,1664,1665,1,32,0,2048,2048,1,32,0,2510,2510,1,
1530844782,31,0,2097,2098,1,30,0,3064,3062,1,31,0,645,647,1,32,0,1664,1665,1,32,0,2048,2048,1,32,0,2510,2510,1,
1530844787,31,0,2112,2112,1,30,0,3003,3001,1,31,0,763,764,1,32,0,1720,1721,1,32,0,2048,2048,1,32,0,2510,2510,1,
1530844793,31,0,2124,2124,1,30,0,2940,2938,1,31,0,891,894,1,32,0,1784,1785,1,32,0,2048,2048,1,32,0,2510,2510,1,
1530844798,31,0,2124,2124,1,30,0,2940,2938,1,31,0,891,892,1,31,0,1784,1784,1,32,0,2048,2048,1,32,0,2510,2510,1,
1530844803,31,0,2124,2124,1,30,0,2940,2938,1,31,0,891,885,1,31,0,1674,1674,1,32,0,2048,2048,1,33,0,2510,2510,1,
1530844809,31,0,2124,2123,1,30,0,2940,2938,1,31,0,891,900,1,31,0,1674,1671,1,33,0,2048,2049,1,33,0,2510,2511,1,
1530844814,31,0,2124,2123,1,31,0,2940,2943,1,31,0,891,891,1,32,0,1674,1673,1,32,0,2048,2048,1,33,0,2510,2510,1,
1530844814,31,0,2124,2124,1,31,0,2940,2943,1,31,0,891,891,1,32,0,1674,1674,1,32,0,2048,2048,1,33,0,2510,2510,1,
1530844820,31,0,2124,2124,1,31,0,2940,2942,1,31,0,891,891,1,32,0,1674,1674,1,32,0,2048,2048,1,32,0,2510,2510,1,
1530844825,31,0,2135,2136,1,31,0,3054,3058,1,31,0,756,753,1,32,0,1726,1727,1,32,0,2048,2048,1,33,0,2510,2510,1,
1530844830,31,0,2135,2135,1,31,0,3054,3053,1,31,0,756,754,1,32,0,1726,1727,1,33,0,2048,2048,1,33,0,2510,2510,1,
1530844836,32,0,2139,2139,1,31,0,3091,3092,1,31,0,720,720,1,32,0,1752,1752,1,32,0,2048,2048,1,33,0,2510,2510,1,
1530844841,32,0,2139,2139,1,31,0,3091,3091,1,31,0,720,720,1,32,0,1752,1752,1,32,0,2048,2048,1,33,0,2510,2510,1,
1530844846,32,0,2139,2139,1,31,0,3091,3091,1,31,0,720,720,1,32,0,1752,1752,1,32,0,2048,2048,1,32,0,2510,2510,1,
1530844852,32,0,2139,2139,1,31,0,3091,3091,1,31,0,720,720,1,31,0,1752,1752,1,32,0,2048,2048,1,32,0,2510,2510,1,
1530844857,32,0,2139,2139,1,31,0,3091,3091,1,31,0,720,720,1,32,0,1752,1752,1,32,0,2048,2048,1,32,0,2510,2510,1,
1539200575,31,0,2139,2139,1,31,0,3091,3091,1,31,0,720,720,1,31,0,1752,1752,1,32,0,2048,2048,1,32,0,2510,2510,1,
1530844863,31,0,2139,2139,1,31,0,3091,3091,1,31,0,720,720,1,32,0,1752,1752,1,32,0,2048,2048,1,32,0,2510,2510,1,
1530844868,31,0,2139,2139,1,31,0,3091,3091,1,31,0,720,720,1,32,0,1752,1752,1,32,0,2048,2048,1,33,0,2510,2510,1,
1530844745,31,0,2139,2139,1,31,0,3091,3091,1,31,0,720,720,1,31,0,1752,1752,1,32,0,2048,2048,1,33,0,2510,2510,1,
1530844879,31,0,2139,2139,1,31,0,3091,3091,1,31,0,720,720,1,32,0,1752,1752,1,32,0,2048,2048,1,33,0,2510,2510,1,
1530844884,31,0,2139,2139,1,31,0,3091,3091,1,31,0,720,720,1,32,0,1752,1752,1,32,0,2048,2048,1,32,0,2510,2510,1,
1530844889,31,0,2139,2139,1,31,0,3091,3091,1,31,0,720,720,1,32,0,1752,1752,1,32,0,2048,2048,1,33,0,2510,2510,1,
1530844895,31,0,2139,2139,1,31,0,3091,3091,1,31,0,720,720,1,32,0,1752,1752,1,32,0,2048,2048,1,33,0,2510,2510,1,
1530844895,31,0,2139,2139,1,31,0,3091,3091,1,31,0,720,720,1,32,0,1752,1752,1,32,0,2048,2048,1,33,0,2510,2510,1,
1530844906,31,0,2139,2139,1,31,0,3091,3091,1,31,0,720,720,1,32,0,1752,1752,1,32,0,2048,2048,1,33,0,2510,2510,1,
1530844911,31,0,2139,2139,1,31,0,3091,3091,1,31,0,720,720,1,32,0,1752,1752,1,32,0,2048,2048,1,33,0,2510,2510,1,
