1234470180,0,0,0,0,0,0,1,0,1,0,0,0,0,0,,0,0,1,0,1,0,0,0,,1,1,0,0,0,
1530844586,0,0,0,0,0,0,2,0,2,0,0,0,0,0,,0,0,2,0,2,0,0,0,,1,1,0,0,0,
1530844586,0,0,0,0,0,0,2,0,2,1,0,0,0,0,,0,0,2,0,2,1,0,0,,1,1,0,0,0,
1530844597,0,0,0,0,0,0,3,0,3,1,0,0,0,0,,0,0,3,0,3,1,0,0,,2,2,0,0,0,
1530844602,0,0,0,0,0,0,4,0,4,1,0,0,0,0,,0,0,4,0,4,1,0,0,,1,1,0,0,0,
1530844608,0,0,0,0,0,0,5,0,5,1,0,0,0,0,,0,0,5,0,5,1,0,0,,1,1,0,0,0,
1530844613,0,0,0,0,0,0,6,0,6,1,0,0,0,0,,0,0,6,0,6,1,0,0,,2,2,0,0,0,
1530844613,0,0,0,0,0,0,7,0,7,1,0,0,0,0,,0,0,7,0,7,1,0,0,,1,1,0,0,0,
1530844619,0,0,0,0,0,0,8,0,8,1,0,0,0,0,,0,0,8,0,8,1,0,0,,1,1,0,0,0,
1530844496,0,0,0,0,0,0,9,0,9,1,0,0,0,0,,0,0,9,0,9,1,0,0,,2,2,0,0,0,
1530844630,0,0,0,0,0,0,10,0,10,1,0,0,0,0,,0,0,10,0,10,1,0,0,,1,1,0,0,0,
1530844635,0,0,0,0,0,0,11,0,11,1,0,0,0,0,,0,0,11,0,11,1,0,0,,1,1,0,0,0,
1530844641,0,0,0,0,0,0,12,0,12,1,0,0,0,0,,0,0,12,0,12,1,0,0,,2,2,0,0,0,
1530844646,0,0,0,0,0,0,13,0,13,1,0,0,0,0,,0,0,13,0,13,1,0,0,,1,1,0,0,0,
1530844652,0,0,0,0,0,0,14,0,14,1,0,0,0,0,,0,0,14,0,14,1,0,0,,1,1,0,0,0,
1530844657,0,0,0,0,0,0,15,0,15,1,0,0,0,0,,0,0,15,0,15,1,0,0,,2,2,0,0,0,
1530844662,0,0,0,0,0,0,16,0,16,1,0,0,0,0,,0,0,16,0,16,1,0,0,,1,1,0,0,0,
1530844668,0,0,0,0,0,0,17,0,17,1,0,0,0,0,,0,0,17,0,17,1,0,0,,1,1,0,0,0,
1530844668,0,0,0,0,0,0,17,0,17,2,0,0,0,0,,0,0,18,0,18,1,0,0,,2,2,0,0,0,
1530844673,0,0,0,0,0,0,18,0,18,2,0,0,0,0,,0,0,19,0,19,1,0,0,,1,1,0,0,0,
1530844679,0,0,0,0,0,0,19,0,19,2,0,0,0,0,,0,0,20,0,20,1,0,0,,1,1,0,0,0,
1530844684,0,0,0,0,0,0,20,0,20,2,0,0,0,0,,0,0,21,0,21,1,0,0,,2,2,0,0,0,
1530844690,0,0,0,0,0,0,21,0,21,2,0,0,0,0,,0,0,22,0,22,1,0,0,,1,1,0,0,0,
1530844695,0,0,0,0,0,0,22,0,22,2,0,0,0,0,,0,0,23,0,23,1,0,0,,1,1,0,0,0,
1530844701,0,0,0,0,0,0,23,0,23,2,0,0,0,0,,0,0,24,0,24,1,0,0,,2,2,0,0,0,
1530844706,0,0,0,0,0,0,24,0,24,2,0,0,0,0,,0,0,25,0,25,1,0,0,,1,1,0,0,0,
1530844712,0,0,0,0,0,0,25,0,25,2,0,0,0,0,,0,0,26,0,26,1,0,0,,1,1,0,0,0,
1530844717,0,0,0,0,0,0,26,0,26,2,0,0,0,0,,0,0,27,0,27,1,0,0,,2,2,0,0,0,
1530844723,0,0,0,0,0,0,27,0,27,2,0,0,0,0,,0,0,28,0,28,1,0,0,,1,1,0,0,0,
1530844728,1,0,0,0,0,0,28,0,28,2,0,0,0,0,,0,0,29,0,29,1,0,0,,1,1,0,0,0,
1530844728,1,0,0,0,0,0,29,0,29,2,0,0,0,0,,0,0,30,0,30,1,0,0,,2,2,0,0,0,
1530844734,1,0,0,0,0,0,30,0,30,2,0,0,0,0,,0,0,31,0,31,1,0,0,,1,1,0,0,0,
1530844739,1,0,0,0,0,0,31,0,31,2,0,0,0,0,,0,0,32,0,32,1,0,0,,1,1,0,1,0,
1530844744,1,0,0,0,0,0,32,0,32,2,0,0,0,0,,0,0,33,0,33,1,0,0,,2,2,0,0,0,
1530844750,1,0,0,0,0,0,33,0,33,2,0,0,0,0,,0,0,34,0,34,1,0,0,,1,1,0,1,0,
1530844755,1,0,0,0,0,0,34,0,34,2,0,0,0,0,,0,0,35,0,35,1,0,0,,2,2,0,0,0,
1530844761,1,0,0,0,0,0,35,0,35,2,0,0,0,0,,0,0,36,0,36,1,0,0,,2,2,0,0,0,
1530844766,1,0,0,0,0,0,36,0,36,2,0,0,0,0,,0,0,37,0,37,1,0,0,,1,1,0,0,0,
1530844772,1,0,0,0,0,0,37,0,37,2,0,0,0,0,,0,0,38,0,38,1,0,0,,1,1,0,0,0,
1530844777,1,0,0,0,0,0,38,0,38,2,0,0,0,0,,0,0,39,0,39,1,0,0,,2,2,0,0,0,
1530844783,1,0,0,0,0,0,39,0,39,2,0,0,0,0,,0,0,40,0,40,1,0,0,,1,1,0,0,0,
1530844788,1,0,0,0,0,0,40,0,40,2,0,0,0,0,,0,0,41,0,41,1,0,0,,1,1,0,0,0,
1530844788,1,0,0,0,0,0,41,0,41,2,0,0,0,0,,0,0,42,0,42,1,0,0,,2,2,0,0,0,
1539233402,1,0,0,0,0,0,42,0,42,2,0,0,0,0,,0,0,43,0,43,1,0,0,,1,1,0,0,0,
1530844799,1,0,0,0,0,0,43,0,43,2,0,0,0,0,,0,0,44,0,44,1,0,0,,1,1,0,0,0,
1530844805,1,0,0,0,0,0,44,0,44,2,0,0,0,0,,0,0,45,0,45,1,0,0,,2,2,0,0,0,
1530844810,1,0,0,0,0,0,45,0,45,2,0,0,0,0,,0,0,46,0,46,1,0,0,,1,1,0,0,0,
1530844816,1,0,0,0,0,0,46,0,46,2,0,0,0,0,,0,0,47,0,47,1,0,0,,1,1,0,0,0,
1530844821,1,0,0,0,0,0,47,0,47,2,0,0,0,0,,0,0,48,0,48,1,0,0,,2,2,0,1,0,
1530844826,1,0,0,0,0,0,48,0,48,2,0,0,0,0,,0,0,49,0,49,1,0,0,,2,2,0,0,0,
1530844832,1,0,0,0,0,0,49,0,49,2,0,0,0,0,,0,0,50,0,50,1,0,0,,2,1,0,0,0,
1530844837,1,0,0,0,0,0,50,0,50,2,0,0,0,0,,0,0,51,0,51,1,0,0,,2,2,0,0,0,
1530844843,1,0,0,0,0,0,51,0,51,2,0,0,0,0,,0,0,52,0,52,1,0,0,,1,1,0,1,1,
1530844843,1,0,0,0,0,0,51,0,51,3,0,0,0,0,,0,0,53,0,53,1,0,0,,2,1,0,0,0,
1530844848,1,0,0,0,0,0,52,0,52,3,0,0,0,0,,0,0,54,0,54,1,0,0,,2,2,0,0,0,
